countrycode,year,Y,K,L,A,PA,gY,gK,gL,gA,gPA,gPA_lag1,gPA_lag2,gPA_lag3
CAN,2011,1649477.125,6853358.5,110360.15943041588,0.9845818281173706,7142.728515625,5.659617890968605,3.078241303212259,1.824807560561581,0.8563220465883583,4.842365101180768,4.997385055089687,3.6868179180368443,-2.8575297853191017
CAN,2012,1661054.375,7076979,112350.49265801074,0.9794318079948424,7909.1766357421875,0.6994222647167092,3.210829763909473,1.7874189663199758,-0.524439528477707,10.192883640116612,4.842365101180768,4.997385055089687,3.6868179180368443
CAN,2013,1723023,7300073,113746.65109035197,0.9841046929359436,7912.484375,3.6627739868144715,3.103722637415096,1.2350232782980086,0.4759670890449489,0.041812794544959786,10.192883640116612,4.842365101180768,4.997385055089687
CAN,2014,1780581.875,7529014.5,114311.48953930724,0.9984577298164368,7213.597778320312,3.2859900685618726,3.0879808648355933,0.49534702189752977,1.4479531622900392,-9.247398752616753,0.041812794544959786,10.192883640116612,4.842365101180768
CAN,2015,1691290.5,7728442,115925.907271007,0.9875839352607728,7281.7159423828125,-5.144835995146835,2.6143133138942787,1.4024169956128318,-1.0950327380082323,0.9398715586838691,-9.247398752616753,0.041812794544959786,10.192883640116612
CAN,2016,1711195,7902095,116945.88692235046,0.9853134751319884,6939.222290039063,1.1700109854592355,2.222062429813043,0.8760066263350907,-0.2301651488979043,-4.817683452020027,0.9398715586838691,-9.247398752616753,0.041812794544959786
CAN,2017,1796296.5,8087273.5,118345.32585325236,1,6311.543518066406,4.853508848550803,2.316373906268332,1.189551803879496,1.4795439575513574,-9.480944505487088,-4.817683452020027,0.9398715586838691,-9.247398752616753
CAN,2018,1833635,8276921,120235.61748094644,1.005790114402771,5287.187927246094,2.057329014757947,2.317938608428882,1.5846455773573354,0.5773416116027522,-17.70937394516121,-9.480944505487088,-4.817683452020027,0.9398715586838691
CAN,2019,1866214.875,8463303,121309.95931918964,1.0111830234527588,4209.112518310547,1.761191303996057,2.226848361708278,0.8895620752328526,0.5347539637636153,-22.803469955828426,-17.70937394516121,-9.480944505487088,-4.817683452020027
CHN,1980,1678407.5,2050125.625,1660159.8832652562,0.8315467834472656,5,NA,NA,NA,NA,NA,NA,NA,NA
CHN,1981,1690707.875,2201382,1749781.3710378988,0.8076105117797852,3.166599988937378,0.7301874992588608,7.118427319829657,5.25769363449573,-2.9207658541543333,-45.67794588424368,NA,NA,NA
CHN,1982,1811746.875,2373196.25,1858632.8472924964,0.8241183161735535,3,6.914420197013449,7.515233029730517,6.035033982653992,2.0234204765003314,-5.404616492355374,-45.67794588424368,NA,NA
CHN,1983,1951130,2564520,1929645.7870723272,0.8356673121452332,11.33330011367798,7.4117187763180326,7.753365135181234,3.7495266936792504,1.3916474710388482,132.91330161295855,-5.404616492355374,-45.67794588424368,NA
CHN,1984,2217259.75,2788375.5,2006425.5976576835,0.8710781931877136,11.283400058746338,12.786339468651953,8.368784158274067,3.9018373319549937,4.150116496034887,-0.4412680499038757,132.91330161295855,-5.404616492355374,-45.67794588424368
CHN,1985,2513141.5,3062348.5,2086962.2178473535,0.8782629370689392,98,12.526147757500716,9.372293706873691,3.93546949818937,0.8214274684009953,216.16348543719158,-0.4412680499038757,132.91330161295855,-5.404616492355374
CHN,1986,2591463,3355765.75,2163054.2945803604,0.8824622631072998,40.04170036315918,3.0689016921396473,9.149788055179187,3.5811723812257057,0.47700049958858404,-89.50460585128664,216.16348543719158,-0.4412680499038757,132.91330161295855
CHN,1987,2727283.75,3667099,2235159.623470241,0.9006011486053467,64.49999809265137,5.10835694220777,8.8720900459208,3.2791397239989806,2.0346456702911464,47.6743774072724,-89.50460585128664,216.16348543719158,-0.4412680499038757
CHN,1988,2899746.5,4025249,2330287.855780507,0.881168007850647,75.79999923706055,6.131716885623284,9.318588604066491,4.1679157787752885,-2.1814174183502955,16.143308835273196,47.6743774072724,-89.50460585128664,216.16348543719158
CHN,1989,2904513.25,4280796,2447381.0673663933,0.83893221616745,51.91780090332031,0.16425009482556874,6.1552201298631815,4.902669752431343,-4.91183970764186,-37.8436566567391,16.143308835273196,47.6743774072724,-89.50460585128664
CHN,1990,2856361.25,4507292,2552045.1490090718,0.8049317002296448,87.13329601287842,-1.671729575314096,5.15575561075039,4.187655621950448,-4.137248260080065,51.77773681918234,-37.8436566567391,16.143308835273196,47.6743774072724
CHN,1991,3006093.75,4792657,2659033.8755158926,0.7981759905815125,57.69440078735352,5.109295389557822,6.138842520392451,4.106779518150994,-0.8428316673485231,-41.227895548276194,51.77773681918234,-37.8436566567391,16.143308835273196
CHN,1992,3285450.5,5221935,2737899.0409520147,0.813217043876648,93.72020149230956,8.886230257311034,8.578306794011858,2.9228000778203977,1.8668927846140548,48.515363485173424,-41.227895548276194,51.77773681918234,-37.8436566567391
CHN,1993,3587539.75,5844427,2815465.9681129465,0.8367893695831299,97.576202392578125,8.796288012140785,11.262053475083178,2.7936925402393342,2.857434902041678,4.031987216671773,48.515363485173424,-41.227895548276194,51.77773681918234
CHN,1994,3854175,6537489.5,2899373.720300165,0.8478583693504333,102.31079864501952,7.169031516652957,11.20646656590889,2.9366976846715076,1.3141214990613492,4.738159024572042,4.031987216671773,48.515363485173424,-41.227895548276194
CHN,1995,4257891,7287129,2992662.466106432,0.8690774440765381,107.16390228271484,9.96169909406639,10.855641801858518,3.166869291998786,2.471863534215041,4.6344233503237575,4.738159024572042,4.031987216671773,48.515363485173424
CHN,1996,4580774.5,8110573,3091849.7658062675,0.8739957809448242,139.30879783630374,7.309412136205928,10.70588778558701,3.2606093440296746,0.5643308439949757,26.233357677442815,4.6344233503237575,4.738159024572042,4.031987216671773
CHN,1997,4742227.5,8979761,3207111.0069193025,0.866998016834259,207.69140625000009,3.463887339719207,10.180474811494022,3.6600992543117883,-0.8038858960104672,39.93603179770169,26.233357677442815,4.6344233503237575,4.738159024572042
CHN,1998,4759017.5,10003681,3333472.1303055463,0.8142955303192139,259.43299865722656,0.3534277345158543,10.797985800126142,3.864390849446764,-6.271332991687598,22.244512102532,39.93603179770169,26.233357677442815,4.6344233503237575
CHN,1999,5037556.5,11063193,3455179.226419109,0.8024078011512756,394.3029937744141,5.687990371546547,10.067052717792535,3.585988782973537,-1.4706400599909408,41.86211582167773,22.244512102532,39.93603179770169,26.233357677442815
CHN,2000,5420106.5,12185232,3558246.0672696973,0.8097211122512817,650.1347808837891,7.319432161420458,9.660107425916564,2.9393415344705076,0.9072923644254355,50.006006311460816,41.86211582167773,22.244512102532,39.93603179770169
CHN,2001,5898086,13473339,3639501.897553822,0.8182186484336853,831.9464111328125,8.45124267957491,10.04881171921923,2.2579085228494833,1.0439714742137507,24.658833245028333,50.006006311460816,41.86211582167773,22.244512102532
CHN,2002,6458509,14960161,3720401.350426813,0.8457902073860168,1202.9842224121094,9.077059470063631,10.467789062936106,2.19847214113873,3.3141749781296053,36.87925716360931,24.658833245028333,50.006006311460816,41.86211582167773
CHN,2003,7056661.5,16804928,3806050.683247627,0.8535131812095642,1680.2742309570312,8.857357810884636,11.628144220822989,2.2760533090675494,0.9089638788419702,33.41516911020443,36.87925716360931,24.658833245028333,50.006006311460816
CHN,2004,7876309.5,18906530,3912170.1181727815,0.8735721707344055,2136.2900390625,10.9887392291812,11.783518831006745,2.750015201184297,2.3229762810066252,24.011368515112608,33.41516911020443,36.87925716360931,24.658833245028333
CHN,2005,8767904,21265522,4008064.578952896,0.8945879936218262,3468.9679565429688,10.723832463856553,11.757971074383278,2.421623869839884,2.3772521323901312,48.47864328995062,24.011368515112608,33.41516911020443,36.87925716360931
CHN,2006,9562662,23925228,4027138.0189508544,0.9367856979370116,4074.01513671875,8.676835894501522,11.784639129153973,0.47474785083565507,4.609127527098471,16.077190238437744,48.47864328995062,24.011368515112608,33.41516911020443
CHN,2007,10522240,26898422,4005948.53544333,0.982746720314026,5512.55517578125,9.562497221469357,11.713415610291378,-0.5275564382072773,4.789688180900008,30.239921669320502,16.077190238437744,48.47864328995062,24.011368515112608
CHN,2008,11210087,30215794,3999407.621974816,0.9885371923446656,6508.753662109375,6.332288558137478,11.629714462973695,-0.16341346457195982,0.5874839892605189,16.611973820395853,30.239921669320502,16.077190238437744,48.47864328995062
CHN,2009,12166251,34513832,4044690.271659486,1.0005064010620115,8479.64208984375,8.185180897146438,13.299540341674998,1.1258721267106253,1.2035284930994155,26.45202543878966,16.611973820395853,30.239921669320502,16.077190238437744
CHN,2010,13847619,39311248,4142325.912591208,1.0307177305221558,9492.501708984377,12.944749754399254,13.015051535315436,2.3852467800395516,2.9749112436608804,11.283395063228241,26.45202543878966,16.611973820395853,30.239921669320502
CHN,2011,14969009,44421292,4232411.097227963,1.030623435974121,11016.474853515623,7.786869267833296,12.220821746386079,2.151438530091454,-0.009148854118187083,14.888967314036883,11.283395063228241,26.45202543878966,16.611973820395853
CHN,2012,15920895,49921088,4322569.747651173,0.9987826347351074,14241.21533203125,6.165040025351232,11.67246146548706,2.1078244381877553,-3.138200363559755,25.674838239314823,14.888967314036883,11.283395063228241,26.45202543878966
CHN,2013,16563043,55871108,4390170.700216878,1.0133823156356812,16143.20166015625,3.9541490685692793,11.260387633123159,1.5518035810590192,1.4511670236062317,12.535876251634015,25.674838239314823,14.888967314036883,11.283395063228241
CHN,2014,17369238,62120152,4457352.237294368,1.0280733108520508,19158.4287109375,4.7526822436857685,10.602305012780988,1.5186810765410286,1.439291516850548,17.124374914719986,12.535876251634015,25.674838239314823,14.888967314036883
CHN,2015,17985756,68791656,4497835.419757292,1.0185445547103882,21355.0126953125,3.4879400741782973,10.201201336012744,0.9041342245556194,-0.931177740062544,10.854373842616205,17.124374914719986,12.535876251634015,25.674838239314823
CHN,2016,18591710,75896304,4540507.077352714,1.0145113468170166,24762.70751953125,3.3135671147807244,9.828552904910737,0.9442433644759163,-0.39676362871113763,14.805229360230854,10.854373842616205,17.124374914719986,12.535876251634015
CHN,2017,19687162,83349168,4590892.226013073,1,28796.70068359375,5.72509657433713,9.367063957964561,1.103569307135821,-1.440706486092513,15.092202859745285,14.805229360230854,10.854373842616205,17.124374914719986
CHN,2018,19729128,91322456,4635109.980069386,0.9671286344528198,23884.44873046875,0.21293742184731457,9.135808859370442,0.9585536972132047,-3.3423768122609547,-18.70332545626532,15.092202859745285,14.805229360230854,10.854373842616205
CHN,2019,20257660,99608664,4676127.677439102,0.9645727276802064,17004.504760742188,2.643687122783689,8.685243302203816,0.8810421171984828,-0.26462768150961946,-33.97492715396986,-18.70332545626532,15.092202859745285,14.805229360230854
DEU,1980,1725220,9405265,216120.3460321953,0.7319550514221191,10815.7138671875,NA,NA,NA,NA,NA,NA,NA,NA
DEU,1981,1689161.375,9679897,214571.5060952121,0.7303601503372192,10892.6533203125,-2.1122400620589232,2.878162187810318,-0.7192365521351718,-0.2181337806500927,0.7088490315549478,NA,NA,NA
DEU,1982,1650756.875,9911905,213105.49846635817,0.7241775989532471,10863.755859375,-2.2998283105106765,2.3685299202693244,-0.6855703510630917,-0.8501104382788505,-0.2656456558835174,0.7088490315549478,NA,NA
DEU,1983,1650723.375,10154795,211556.50516236195,0.7316907644271851,12314.72216796875,-0.0020293927246228805,2.4209447789935723,-0.7295214361345614,1.0321307008982095,12.536337274030274,-0.2656456558835174,0.7088490315549478,NA
DEU,1984,1666047.875,10390023,212889.92820087436,0.7418370246887207,13417.40087890625,0.9240678896151877,2.290001104703876,0.6283136435667913,1.377160403101585,8.575696673205613,12.536337274030274,-0.2656456558835174,0.7088490315549478
DEU,1985,1668138.75,10619198,213526.88357169105,0.7497251033782959,13873.154296875,0.12542041038781093,2.1817476295726834,0.2987479981882757,1.0577034747701441,3.3403189542621448,8.575696673205613,12.536337274030274,-0.2656456558835174
DEU,1986,1800300,10856632,215160.4013557089,0.7553648352622986,14214.85205078125,7.624483375119873,2.2112642421028283,0.762105967564608,0.7494247532845277,2.43317099486422,3.3403189542621448,8.575696673205613,12.536337274030274
DEU,1987,1879877.625,11096055,215647.10002740243,0.7572083473205566,15521.58984375,4.32533639566639,2.1813502248985372,0.22594726284452804,0.24375851592559616,8.794461081051175,2.43317099486422,3.3403189542621448,8.575696673205613
DEU,1988,1979925.375,11357135,217965.3563521724,0.7714599370956421,15900.83349609375,5.185247296413742,2.325654103941943,1.0692858930614335,1.8646298663134941,2.4139581095644402,8.794461081051175,2.43317099486422,3.3403189542621448
DEU,1989,2064584.25,11654764,217798.45407933855,0.7925835847854614,16335.236328125,4.186971982167442,2.586884268162848,-0.0766021762247604,2.70132280821819,2.6952983550753373,2.4139581095644402,8.794461081051175,2.43317099486422
DEU,1990,2221450.25,11994386,214770.0690889644,0.8307945728302002,15253.97412109375,7.323137394084078,2.872368352404564,-1.4002102818357898,4.708458956744893,-6.8484445332829935,2.6952983550753373,2.4139581095644402,8.794461081051175
DEU,1991,2344616.25,12352928,206800.27958073476,0.8831188678741455,15375.4521484375,5.39614940865718,2.945441300750673,-3.781451519315482,6.107725022958296,0.7932154080487308,-6.8484445332829935,2.6952983550753373,2.4139581095644402
DEU,1992,2428830,12723940,205984.9924313116,0.8914622068405151,15845.978515625,3.52879174702192,2.9592138383492284,-0.3950180710610596,0.9403233881195974,3.0143525430265328,0.7932154080487308,-6.8484445332829935,2.6952983550753373
DEU,1993,2454800,13036701,200705.31883431145,0.8915642499923706,16673.58935546875,1.0635631611256358,2.4283275315884367,-2.596555699280323,0.011446061450835765,5.091024513063047,3.0143525430265328,0.7932154080487308,-6.8484445332829935
DEU,1994,2551067,13370675,201411.81524622408,0.9037916660308838,17750.4150390625,3.846641149208452,2.5295342309128444,0.3513887268084659,1.3621371658766397,6.258290628092844,5.091024513063047,3.0143525430265328,0.7932154080487308
DEU,1995,2642739.75,13694340,202442.32301498015,0.90735626220703125,19126.7783203125,3.5304460098608104,2.391873278012824,0.5103377223157679,0.39362889393713546,7.468046132802364,6.258290628092844,5.091024513063047,3.0143525430265328
DEU,1996,2678939.75,14006530,201351.28790569425,0.9101287126541138,21668.75390625,1.3604937451100696,2.2541040660044587,-0.5403937728882369,0.30508671442997237,12.478195126383085,7.468046132802364,6.258290628092844,5.091024513063047
DEU,1997,2767329.5,14313491,200729.57252728957,0.919816792011261,23728.3916015625,3.2461675178796057,2.1678869649448984,-0.3092491760074978,1.0588479108164655,9.080097831163236,12.478195126383085,7.468046132802364,6.258290628092844
DEU,1998,2862586,14640344,203478.3143722613,0.9195457696914672,25862.1767578125,3.3842636343784704,2.257848643272453,1.3600844053089034,-0.029469157130641854,8.610925547000647,9.080097831163236,12.478195126383085,7.468046132802364
DEU,1999,2978213,14985024,205622.6818815778,0.9193646907806396,26866.41796875,3.959804411997858,2.327029684407833,1.0483412008738924,-0.019694152086807692,3.8095559551404534,8.610925547000647,9.080097831163236,12.478195126383085
DEU,2000,3035471.75,15329394,207045.15812307585,0.930682361125946,27398.6044921875,1.9043392788603342,2.2720859400752857,0.6894076725080467,1.2235160744084081,1.9614977099587705,3.8095559551404534,8.610925547000647,9.080097831163236
DEU,2001,3076616,15626026,205653.74813724365,0.9415642023086548,26880.40625,1.3463442666287406,1.9165695696980123,-0.674300433941788,1.1624498538411014,-1.9094452146935836,1.9614977099587705,3.8095559551404534,8.610925547000647
DEU,2002,3065723,15849997,203712.2248960346,0.9395103454589844,25986.5615234375,-0.35468610311788495,1.4231453582144837,-0.948558466837568,-0.2183706826794335,-3.381808909018602,-1.9094452146935836,1.9614977099587705,3.8095559551404534
DEU,2003,3140563.5,16049977,201310.5500299169,0.9355712532997132,25869.201171875,2.411881177725128,1.2538105504368957,-1.1859594888806058,-0.42015216367533514,-0.452642274804127,-3.381808909018602,-1.9094452146935836,1.9614977099587705
DEU,2004,3231047.25,16240581,202447.26159518023,0.9387770891189576,27010.4169921875,2.8404068272744,1.180569340246862,0.5630675299761023,0.34207504259390065,4.316948895272965,-0.452642274804127,-3.381808909018602,-1.9094452146935836
DEU,2005,3391866.5,16430068,201251.8812620506,0.9435347318649292,27244.037109375,4.857404915295227,1.1599960855491531,-0.5922151919142138,0.5055116611828447,0.8612069367480046,4.316948895272965,-0.452642274804127,-3.381808909018602
DEU,2006,3470312,16668043,206043.23472338752,0.9579256176948548,27794.9208984375,2.286414361763889,1.4380222539344345,2.352875992547254,1.513695577307058,2.0018627019601,0.8612069367480046,4.316948895272965,-0.452642274804127
DEU,2007,3665398.5,16914972,209980.93129095712,0.9671432971954346,28368.4345703125,5.469255720782051,1.4705853545304848,1.8930699151777475,0.9576540221893449,2.0423765737378474,2.0018627019601,0.8612069367480046,4.316948895272965
DEU,2008,3750630.75,17154732,212302.83804495537,0.9624969959259032,28180.0458984375,2.298696516900911,1.407490702502301,1.0997013489062013,-0.48157268124449715,-0.6662933018441564,2.0423765737378474,2.0018627019601,0.8612069367480046
DEU,2009,3498118,17295962,207029.00829462215,0.919466197490692,28352.466796875,-6.9698916248803755,0.8199009933836265,-2.5154816571124172,-4.573766350968379,0.6099903395343276,-0.6662933018441564,2.0423765737378474,2.0018627019601
DEU,2010,3672402,17477198,211640.2264556134,0.9405274987220764,29848.9658203125,4.862083430076325,1.0423996040877626,2.2028867903065574,2.264760518952254,5.143615472888463,0.6099903395343276,-0.6662933018441564,2.0423765737378474
DEU,2011,3861188.25,17712054,215044.5276871674,0.9618883728981018,30067.259765625,5.0129029002038195,1.3348364846581973,1.5957324166782527,2.2457520723530044,0.7286670982594501,5.143615472888463,0.6099903395343276,-0.6662933018441564
DEU,2012,3830993.25,17933932,214670.9833415167,0.962068498134613,30161.974609375,-0.785086911737487,1.2449136099942137,-0.1738566238143946,0.018724456847186294,0.31451477943917894,0.7286670982594501,5.143615472888463,0.6099903395343276
DEU,2013,3839727.75,18135414,214682.9641022084,0.9622198343276978,30696.833984375,0.2277361873813888,1.1172040416351336,0.005580831743223769,0.015729055863793195,1.7577509600615215,0.31451477943917894,0.7286670982594501,5.143615472888463
DEU,2014,3973957.75,18358108,217153.84221017337,0.9715642929077148,30583.2822265625,3.43610468189528,1.2204728514969787,1.144369834594805,0.9664503065643444,-0.3705994531255641,1.7577509600615215,0.31451477943917894,0.7286670982594501
DEU,2015,3931076.75,18586276,218407.30650126407,0.9770134091377258,30458.5400390625,-1.0849141924474281,1.2352129138516688,0.5755645356051886,0.5592931119669634,-0.40871113120850566,-0.3705994531255641,1.7577509600615215,0.31451477943917894
DEU,2016,4048522.75,18837422,219615.50871968377,0.9893778562545776,29650.1826171875,2.9438690950239987,1.3421964355298854,0.5516631739526545,1.2575940802383534,-2.6898131366545286,-0.40871113120850566,-0.3705994531255641,1.7577509600615215
DEU,2017,4236518.5,19098608,222624.79238775137,1,27451.4296875,4.538976196563382,1.377002954838602,1.360947931774703,1.0678961422837976,-7.705003458788262,-2.6898131366545286,-0.40871113120850566,-0.3705994531255641
DEU,2018,4263030.5,19377568,226187.2111613228,0.9956544637680054,19372.75,0.6238468884378179,1.450065557640201,1.5875215290803268,-0.4355005517271849,-34.85508104689288,-7.705003458788262,-2.6898131366545286,-0.40871113120850566
DEU,2019,4275312,19665420,228222.43895677576,0.9888983964920044,11491.470703125,0.2876789838321514,1.4745655005892644,0.8957738481031541,-0.6808680696954913,-52.22623572627718,-34.85508104689288,-7.705003458788262,-2.6898131366545286
FRA,1980,1377955.5,7723488.5,105868.64895273613,0.8441097736358643,4057.055541992188,NA,NA,NA,NA,NA,NA,NA,NA
FRA,1981,1350791.625,7949945,105355.7590628845,0.8463247418403625,4361.868896484375,-1.991006941106832,2.889887019451365,-0.4856360140186311,0.26205918677451034,7.244313696084603,NA,NA,NA
FRA,1982,1348468.625,8160763,102212.22145478896,0.8768323659896851,4413.215087890625,-0.1721212745977141,2.617265910334865,-3.0291550427628877,3.5412687722288476,1.170285720663955,7.244313696084603,NA,NA
FRA,1983,1329259.5,8347086,101963.91713809264,0.8813790082931519,4695.590576171875,-1.4347576470351342,2.2574826411769777,-0.2432257175779995,0.5171906523487646,6.202042436376409,1.170285720663955,7.244313696084603,NA
FRA,1984,1315406.5,8521468,101846.00210237985,0.8878604769706726,4958.380859375,-1.047627692853581,2.0676130550251415,-0.11571080476215911,0.7326874317374485,5.445535473012519,6.202042436376409,1.170285720663955,7.244313696084603
FRA,1985,1294101,8698795,100424.76914002598,0.9025288820266724,5405.759521484375,-1.6329497752579414,2.0595883851918018,-1.4053007690000285,1.6386081821670493,8.638571543095708,5.445535473012519,6.202042436376409,1.170285720663955
FRA,1986,1365869.875,8887169,101509.29685416608,0.9083883166313172,5654.039794921875,5.397525114521962,2.1424040795935184,1.0741507496646818,0.6471256727822436,4.490533438008093,8.638571543095708,5.445535473012519,6.202042436376409
FRA,1987,1406153.625,9092141,104029.70175533328,0.9074730277061462,6108.88818359375,2.906655456052576,2.2801862892531943,2.452606325886997,-0.10081045070325922,7.7374492334239875,4.490533438008093,8.638571543095708,5.445535473012519
