countrycode,year,Y,K,L,A,PA,gY,gK,gL,gA,gPA
CAN,2003,1346111.25,0.6445454955101013,97593.6904121291,1.0149681568145752,5624.291748046875,4.8770245880382035,3.2607098750547236,2.019836753087212,-0.6666928211700198,-2.968923044948113
CAN,2004,1406270.75,0.6688131093978882,100288.34433332615,1.014654517173767,5931.979248046875,4.3721462307143355,3.6959252667157827,2.7236636259999614,-0.030906202155136196,5.326289725860356
CAN,2005,1514082.625,0.698069155216217,101821.32159284675,1.0210286378860474,6134.9339599609375,7.386838508508831,4.281351114481657,1.5170047915317397,0.6262410265562753,3.3641387669151257
CAN,2006,1522705.125,0.7299386262893677,103981.2869030336,1.0172613859176636,6209.8048095703125,0.5678713088434151,4.464228293620243,2.099142123878117,-0.36964869709776305,1.2130150187822153
CAN,2007,1555354.125,0.7611146569252014,106831.12671172593,1.0052270889282229,6419.912353515625,2.1214812232109637,4.182355561119405,2.7038383348164885,-1.1900625559497233,3.327500168809472
CAN,2008,1620558.5,0.7907543778419495,108856.11165228598,0.9894015192985536,6239.0577392578125,4.106759009410332,3.820338584348354,1.8777600901103142,-1.5868519732731643,-2.8575297853191017
CAN,2009,1457230.625,0.8081647753715515,105681.00701909684,0.9717696905136108,6473.373291015625,-10.623304065289751,2.1778569158978742,-2.9601744460507007,-1.798140189932857,3.6868179180368443
CAN,2010,1558715.625,0.8306994438171387,108364.5621782794,0.9761866331100464,6805.09228515625,6.732436257779106,2.750208166413373,2.5075929266471064,0.4534958112472273,4.997385055089687
CAN,2011,1649477.125,0.8559888005256653,110360.15943041588,0.9845818281173706,7142.728515625,5.659617890968605,2.9989243248460835,1.824807560561581,0.8563220465883583,4.842365101180768
CAN,2012,1661054.375,0.8833577036857605,112350.49265801074,0.9794318079948424,7909.1766357421875,0.6994222647167092,3.1472926451708183,1.7874189663199758,-0.524439528477707,10.192883640116612
CAN,2013,1723023,0.9095811247825624,113746.65109035197,0.9841046929359436,7912.484375,3.6627739868144715,2.9253972092657827,1.2350232782980086,0.4759670890449489,0.041812794544959786
CAN,2014,1780581.875,0.9372568130493164,114311.48953930724,0.9984577298164368,7213.597778320312,3.2859900685618726,2.9973133678192236,0.49534702189752977,1.4479531622900392,-9.247398752616753
CAN,2015,1691290.5,0.9602044224739076,115925.907271007,0.9875839352607728,7281.7159423828125,-5.144835995146835,2.418887708969268,1.4024169956128318,-1.0950327380082323,0.9398715586838691
CAN,2016,1711195,0.9788645505905152,116945.88692235046,0.9853134751319884,6939.222290039063,1.1700109854592355,1.9247076226666986,0.8760066263350907,-0.2301651488979043,-4.817683452020027
CAN,2017,1796296.5,1,118345.32585325236,1,6311.543518066406,4.853508848550803,2.136200088512131,1.189551803879496,1.4795439575513574,-9.480944505487088
CAN,2018,1833635,1.022980570793152,120235.61748094644,1.005790114402771,5287.187927246094,2.057329014757947,2.272049440707133,1.5846455773573354,0.5773416116027522,-17.70937394516121
CAN,2019,1866214.875,1.0447580814361572,121309.95931918964,1.0111830234527588,4209.112518310547,1.761191303996057,2.1064863191174656,0.8895620752328526,0.5347539637636153,-22.803469955828426
CHN,1980,1678407.5,0.021905576810240746,1660159.8832652562,0.8315467834472656,5,NA,NA,NA,NA,NA
CHN,1981,1690707.875,0.023525714874267575,1749781.3710378988,0.8076105117797852,3.166599988937378,0.7301874992588608,7.1352819589460825,5.25769363449573,-2.9207658541543333,-45.67794588424368
CHN,1982,1811746.875,0.025412721559405327,1858632.8472924964,0.8241183161735535,3,6.914420197013449,7.715582457324555,6.035033982653992,2.0234204765003314,-5.404616492355374
CHN,1983,1951130,0.0275905542075634,1929645.7870723272,0.8356673121452332,11.33330011367798,7.4117187763180326,8.22235778525413,3.7495266936792504,1.3916474710388482,132.91330161295855
CHN,1984,2217259.75,0.03032592125236988,2006425.5976576835,0.8710781931877136,11.283400058746338,12.786339468651953,9.45293583822604,3.9018373319549937,4.150116496034887,-0.4412680499038757
CHN,1985,2513141.5,0.03371516242623329,2086962.2178473535,0.8782629370689392,98,12.526147757500716,10.594482612824718,3.93546949818937,0.8214274684009953,216.16348543719158
CHN,1986,2591463,0.03721477463841438,2163054.2945803604,0.8824622631072998,40.04170036315918,3.0689016921396473,9.87581903280681,3.5811723812257057,0.47700049958858404,-89.50460585128664
CHN,1987,2727283.75,0.04094985872507095,2235159.623470241,0.9006011486053467,64.49999809265137,5.10835694220777,9.564251022771142,3.2791397239989806,2.0346456702911464,47.6743774072724
CHN,1988,2899746.5,0.045232340693473816,2330287.855780507,0.881168007850647,75.79999923706055,6.131716885623284,9.946397270070895,4.1679157787752885,-2.1814174183502955,16.143308835273196
CHN,1989,2904513.25,0.04794862121343613,2447381.0673663933,0.83893221616745,51.91780090332031,0.16425009482556874,5.831771318653978,4.902669752431343,-4.91183970764186,-37.8436566567391
CHN,1990,2856361.25,0.0503891296684742,2552045.1490090718,0.8049317002296448,87.13329601287842,-1.671729575314096,4.964542439056574,4.187655621950448,-4.137248260080065,51.77773681918234
CHN,1991,3006093.75,0.05369814112782478,2659033.8755158926,0.7981759905815125,57.69440078735352,5.109295389557822,6.360291441276678,4.106779518150994,-0.8428316673485231,-41.227895548276194
CHN,1992,3285450.5,0.0590427927672863,2737899.0409520147,0.813217043876648,93.72020149230956,8.886230257311034,9.488409709591705,2.9228000778203977,1.8668927846140548,48.515363485173424
CHN,1993,3587539.75,0.06694681942462921,2815465.9681129465,0.8367893695831299,97.576202392578125,8.796288012140785,12.563608213932032,2.7936925402393342,2.857434902041678,4.031987216671773
CHN,1994,3854175,0.0754891037940979,2899373.720300165,0.8478583693504333,102.31079864501952,7.169031516652957,12.00897609500542,2.9366976846715076,1.3141214990613492,4.738159024572042
CHN,1995,4257891,0.08416619896888733,2992662.466106432,0.8690774440765381,107.16390228271484,9.96169909406639,10.880507799478378,3.166869291998786,2.471863534215041,4.6344233503237575
CHN,1996,4580774.5,0.09356456995010376,3091849.7658062675,0.8739957809448242,139.30879783630374,7.309412136205928,10.585838242375845,3.2606093440296746,0.5643308439949757,26.233357677442815
CHN,1997,4742227.5,0.10359133780002594,3207111.0069193025,0.866998016834259,207.69140625000009,3.463887339719207,10.180192871052052,3.6600992543117883,-0.8038858960104672,39.93603179770169
CHN,1998,4759017.5,0.11583667248487473,3333472.1303055463,0.8142955303192139,259.43299865722656,0.3534277345158543,11.172748876794714,3.864390849446764,-6.271332991687598,22.244512102532
CHN,1999,5037556.5,0.1287490278482437,3455179.226419109,0.8024078011512756,394.3029937744141,5.687990371546547,10.56837856932935,3.585988782973537,-1.4706400599909408,41.86211582167773
CHN,2000,5420106.5,0.1425420492887497,3558246.0672696973,0.8097211122512817,650.1347808837891,7.319432161420458,10.17720500863415,2.9393415344705076,0.9072923644254355,50.006006311460816
CHN,2001,5898086,0.15812347829341888,3639501.897553822,0.8182186484336853,831.9464111328125,8.45124267957491,10.373919708622203,2.2579085228494833,1.0439714742137507,24.658833245028333
CHN,2002,6458509,0.1761312633752823,3720401.350426813,0.8457902073860168,1202.9842224121094,9.077059470063631,10.785329569426128,2.19847214113873,3.3141749781296053,36.87925716360931
CHN,2003,7056661.5,0.19969677925109863,3806050.683247627,0.8535131812095642,1680.2742309570312,8.857357810884636,12.557058066639026,2.2760533090675494,0.9089638788419702,33.41516911020443
CHN,2004,7876309.5,0.22718465328216556,3912170.1181727815,0.8735721707344055,2136.2900390625,10.9887392291812,12.896302503671464,2.750015201184297,2.3229762810066252,24.011368515112608
CHN,2005,8767904,0.257956326007843,4008064.578952896,0.8945879936218262,3468.9679565429688,10.723832463856553,12.702715416091937,2.421623869839884,2.3772521323901312,48.47864328995062
CHN,2006,9562662,0.29095739126205444,4027138.0189508544,0.9367856979370116,4074.01513671875,8.676835894501522,12.038654311796005,0.47474785083565507,4.609127527098471,16.077190238437744
CHN,2007,10522240,0.32557213306427,4005948.53544333,0.982746720314026,5512.55517578125,9.562497221469357,11.240720938281656,-0.5275564382072773,4.789688180900008,30.239921669320502
CHN,2008,11210087,0.3654140830039978,3999407.621974816,0.9885371923446656,6508.753662109375,6.332288558137478,11.544714048301286,-0.16341346457195982,0.5874839892605189,16.611973820395853
CHN,2009,12166251,0.4190276265144348,4044690.271659486,1.0005064010620115,8479.64208984375,8.185180897146438,13.690566761382804,1.1258721267106253,1.2035284930994155,26.45202543878966
CHN,2010,13847619,0.47935402393341053,4142325.912591208,1.0307177305221558,9492.501708984377,12.944749754399254,13.450256189946009,2.3852467800395516,2.9749112436608804,11.283395063228241
CHN,2011,14969009,0.5422490239143372,4232411.097227963,1.030623435974121,11016.474853515623,7.786869267833296,12.328593558958234,2.151438530091454,-0.009148854118187083,14.888967314036883
CHN,2012,15920895,0.6101609468460083,4322569.747651173,0.9987826347351074,14241.21533203125,6.165040025351232,11.799742001472529,2.1078244381877553,-3.138200363559755,25.674838239314823
CHN,2013,16563043,0.6821633577346802,4390170.700216878,1.0133823156356812,16143.20166015625,3.9541490685692793,11.154638697722246,1.5518035810590192,1.4511670236062317,12.535876251634015
CHN,2014,17369238,0.7564389705657959,4457352.237294368,1.0280733108520508,19158.4287109375,4.7526822436857685,10.335269993320217,1.5186810765410286,1.439291516850548,17.124374914719986
CHN,2015,17985756,0.8342528939247131,4497835.419757292,1.0185445547103882,21355.0126953125,3.4879400741782973,9.791472995459394,0.9041342245556194,-0.931177740062544,10.854373842616205
CHN,2016,18591710,0.9155169725418092,4540507.077352714,1.0145113468170166,24762.70751953125,3.3135671147807244,9.295231651874698,0.9442433644759163,-0.39676362871113763,14.805229360230854
CHN,2017,19687162,1,4590892.226013073,1,28796.70068359375,5.72509657433713,8.82663759440508,1.103569307135821,-1.440706486092513,15.092202859745285
CHN,2018,19729128,1.089860916137695,4635109.980069386,0.9671286344528198,23884.44873046875,0.21293742184731457,8.605008822582164,0.9585536972132047,-3.3423768122609547,-18.70332545626532
CHN,2019,20257660,1.1822779178619385,4676127.677439102,0.9645727276802064,17004.504760742188,2.643687122783689,8.139292821521446,0.8810421171984828,-0.26462768150961946,-33.97492715396986
DEU,1980,1725220,0.4088331758975983,216120.3460321953,0.7319550514221191,10815.7138671875,NA,NA,NA,NA,NA
DEU,1981,1689161.375,0.4242250621318817,214571.5060952121,0.7303601503372192,10892.6533203125,-2.1122400620589232,3.6956931373624435,-0.7192365521351718,-0.2181337806500927,0.7088490315549478
DEU,1982,1650756.875,0.4360511004924774,213105.49846635817,0.7241775989532471,10863.755859375,-2.2998283105106765,2.749531812708561,-0.6855703510630917,-0.8501104382788505,-0.2656456558835174
DEU,1983,1650723.375,0.4495993852615357,211556.50516236195,0.7316907644271851,12314.72216796875,-0.0020293927246228805,3.0597491831990564,-0.7295214361345614,1.0321307008982095,12.536337274030274
DEU,1984,1666047.875,0.4631695747375488,212889.92820087436,0.7418370246887207,13417.40087890625,0.9240678896151877,2.973630788753656,0.6283136435667913,1.377160403101585,8.575696673205613
DEU,1985,1668138.75,0.47797051072120667,213526.88357169105,0.7497251033782959,13873.154296875,0.12542041038781093,3.145579837126411,0.2987479981882757,1.0577034747701441,3.3403189542621448
DEU,1986,1800300,0.492635577917099,215160.4013557089,0.7553648352622986,14214.85205078125,7.624483375119873,3.0220670302518404,0.762105967564608,0.7494247532845277,2.43317099486422
DEU,1987,1879877.625,0.5076700448989868,215647.10002740243,0.7572083473205566,15521.58984375,4.32533639566639,3.0062010795946947,0.22594726284452804,0.24375851592559616,8.794461081051175
DEU,1988,1979925.375,0.5241641998291016,217965.3563521724,0.7714599370956421,15900.83349609375,5.185247296413742,3.19732750520626,1.0692858930614335,1.8646298663134941,2.4139581095644402
DEU,1989,2064584.25,0.5430121421813965,217798.45407933855,0.7925835847854614,16335.236328125,4.186971982167442,3.5326687288611325,-0.0766021762247604,2.70132280821819,2.6952983550753373
DEU,1990,2221450.25,0.5655325055122375,214770.0690889644,0.8307945728302002,15253.97412109375,7.323137394084078,4.063609394048773,-1.4002102818357898,4.708458956744893,-6.8484445332829935
DEU,1991,2344616.25,0.5899139046669006,206800.27958073476,0.8831188678741455,15375.4521484375,5.39614940865718,4.220882704227136,-3.781451519315482,6.107725022958296,0.7932154080487308
DEU,1992,2428830,0.6124705076217651,205984.9924313116,0.8914622068405151,15845.978515625,3.52879174702192,3.7524188479595266,-0.3950180710610596,0.9403233881195974,3.0143525430265328
DEU,1993,2454800,0.6271566152572632,200705.31883431145,0.8915642499923706,16673.58935546875,1.0635631611256358,2.3695504103133977,-2.596555699280323,0.011446061450835765,5.091024513063047
DEU,1994,2551067,0.6418832540512085,201411.81524622408,0.9037916660308838,17750.4150390625,3.846641149208452,2.3210145340360255,0.3513887268084659,1.3621371658766397,6.258290628092844
DEU,1995,2642739.75,0.6572555303573608,202442.32301498015,0.90735626220703125,19126.7783203125,3.5304460098608104,2.3666438082399486,0.5103377223157679,0.39362889393713546,7.468046132802364
DEU,1996,2678939.75,0.6739561557769775,201351.28790569425,0.9101287126541138,21668.75390625,1.3604937451100696,2.5092180056536018,-0.5403937728882369,0.30508671442997237,12.478195126383085
DEU,1997,2767329.5,0.6920139789581299,200729.57252728957,0.919816792011261,23728.3916015625,3.2461675178796057,2.644109819976631,-0.3092491760074978,1.0588479108164655,9.080097831163236
DEU,1998,2862586,0.7146527767181396,203478.3143722613,0.9195457696914672,25862.1767578125,3.3842636343784704,3.21906415512232,1.3600844053089034,-0.029469157130641854,8.610925547000647
DEU,1999,2978213,0.7393749356269836,205622.6818815778,0.9193646907806396,26866.41796875,3.959804411997858,3.400834989714563,1.0483412008738924,-0.019694152086807692,3.8095559551404534
DEU,2000,3035471.75,0.7651298642158508,207045.15812307585,0.930682361125946,27398.6044921875,1.9043392788603342,3.4240428895774278,0.6894076725080467,1.2235160744084081,1.9614977099587705
DEU,2001,3076616,0.7858603596687317,205653.74813724365,0.9415642023086548,26880.40625,1.3463442666287406,2.6733540627031207,-0.674300433941788,1.1624498538411014,-1.9094452146935836
DEU,2002,3065723,0.799590528011322,203712.2248960346,0.9395103454589844,25986.5615234375,-0.35468610311788495,1.7320639455923381,-0.948558466837568,-0.2183706826794335,-3.381808909018602
DEU,2003,3140563.5,0.8099645376205444,201310.5500299169,0.9355712532997132,25869.201171875,2.411881177725128,1.2890709345423912,-1.1859594888806058,-0.42015216367533514,-0.452642274804127
DEU,2004,3231047.25,0.8202996253967285,202447.26159518023,0.9387770891189576,27010.4169921875,2.8404068272744,1.2679204349711315,0.5630675299761023,0.34207504259390065,4.316948895272965
DEU,2005,3391866.5,0.8329764604568481,201251.8812620506,0.9435347318649292,27244.037109375,4.857404915295227,1.533571266985717,-0.5922151919142138,0.5055116611828447,0.8612069367480046
DEU,2006,3470312,0.8501912951469421,206043.23472338752,0.9579256176948548,27794.9208984375,2.286414361763889,2.045599426548636,2.352875992547254,1.513695577307058,2.0018627019601
DEU,2007,3665398.5,0.8681989908218384,209980.93129095712,0.9671432971954346,28368.4345703125,5.469255720782051,2.095956320723688,1.8930699151777475,0.9576540221893449,2.0423765737378474
DEU,2008,3750630.75,0.8851812481880188,212302.83804495537,0.9624969959259032,28180.0458984375,2.298696516900911,1.937148376668406,1.0997013489062013,-0.48157268124449715,-0.6662933018441564
DEU,2009,3498118,0.8911820650100708,207029.00829462215,0.919466197490692,28352.466796875,-6.9698916248803755,0.6756320178972111,-2.5154816571124172,-4.573766350968379,0.6099903395343276
DEU,2010,3672402,0.9021100997924804,211640.2264556134,0.9405274987220764,29848.9658203125,4.862083430076325,1.2187830037221152,2.2028867903065574,2.264760518952254,5.143615472888463
DEU,2011,3861188.25,0.9168268442153932,215044.5276871674,0.9618883728981018,30067.259765625,5.0129029002038195,1.6182051403593813,1.5957324166782527,2.2457520723530044,0.7286670982594501
DEU,2012,3830993.25,0.9292181134223938,214670.9833415167,0.962068498134613,30161.974609375,-0.785086911737487,1.3424868401723022,-0.1738566238143946,0.018724456847186294,0.31451477943917894
DEU,2013,3839727.75,0.9397491216659546,214682.9641022084,0.9622198343276978,30696.833984375,0.2277361873813888,1.1269453524164141,0.005580831743223769,0.015729055863793195,1.7577509600615215
DEU,2014,3973957.75,0.9524822235107422,217153.84221017337,0.9715642929077148,30583.2822265625,3.43610468189528,1.3458496048498594,1.144369834594805,0.9664503065643444,-0.3705994531255641
DEU,2015,3931076.75,0.9669467210769652,218407.30650126407,0.9770134091377258,30458.5400390625,-1.0849141924474281,1.5071952961271853,0.5755645356051886,0.5592931119669634,-0.40871113120850566
DEU,2016,4048522.75,0.9827460050582886,219615.50871968377,0.9893778562545776,29650.1826171875,2.9438690950239987,1.6207302422516543,0.5516631739526545,1.2575940802383534,-2.6898131366545286
DEU,2017,4236518.5,1,222624.79238775137,1,27451.4296875,4.538976196563382,1.7404579752496319,1.360947931774703,1.0678961422837976,-7.705003458788262
DEU,2018,4263030.5,1.0190348625183103,226187.2111613228,0.9956544637680054,19372.75,0.6238468884378179,1.8855966136522306,1.5875215290803268,-0.4355005517271849,-34.85508104689288
DEU,2019,4275312,1.0379841327667236,228222.43895677576,0.9888983964920044,11491.470703125,0.2876789838321514,1.842453213843311,0.8957738481031541,-0.6808680696954913,-52.22623572627718
FRA,1980,1377955.5,0.3880656063556671,105868.64895273613,0.8441097736358643,4057.055541992188,NA,NA,NA,NA,NA
FRA,1981,1350791.625,0.4025633931159973,105355.7590628845,0.8463247418403625,4361.868896484375,-1.991006941106832,3.6678169006930883,-0.4856360140186311,0.26205918677451034,7.244313696084603
FRA,1982,1348468.625,0.4160328209400177,102212.22145478896,0.8768323659896851,4413.215087890625,-0.1721212745977141,3.2911570757644726,-3.0291550427628877,3.5412687722288476,1.170285720663955
FRA,1983,1329259.5,0.42787081003189087,101963.91713809264,0.8813790082931519,4695.590576171875,-1.4347576470351342,2.805715065780112,-0.2432257175779995,0.5171906523487646,6.202042436376409
FRA,1984,1315406.5,0.4391593933105469,101846.00210237985,0.8878604769706726,4958.380859375,-1.047627692853581,2.604112559121885,-0.11571080476215911,0.7326874317374485,5.445535473012519
FRA,1985,1294101,0.45112669467926025,100424.76914002598,0.9025288820266724,5405.759521484375,-1.6329497752579414,2.6885789629856216,-1.4053007690000285,1.6386081821670493,8.638571543095708
FRA,1986,1365869.875,0.4637213945388794,101509.29685416608,0.9083883166313172,5654.039794921875,5.397525114521962,2.753570956574125,1.0741507496646818,0.6471256727822436,4.490533438008093
FRA,1987,1406153.625,0.4775645136833191,104029.70175533328,0.9074730277061462,6108.88818359375,2.906655456052576,2.94153289006841,2.452606325886997,-0.10081045070325922,7.7374492334239875
FRA,1988,1477762.25,0.4940047264099121,106505.19564023176,0.924843966960907,6358.4716796875,4.967089902874378,3.3845826788726496,2.3517317145294925,1.8961194755645006,4.004325659200703
FRA,1989,1532214.375,0.5127369165420532,107688.86133857748,0.9448515176773072,6710.337646484375,3.61850426735586,3.7217795601910075,1.1052386459875052,2.140275208042229,5.386122307196928
FRA,1990,1581094.75,0.5327248573303223,109009.92711407912,0.9511014223098756,6644.193115234375,3.140349386431396,3.824219536536555,1.2192796749534551,0.6592913926500903,-0.9906012172368861
FRA,1991,1586835.25,0.5507251024246216,109006.26992393356,0.9489753246307372,6690.8212890625,0.3624137075727063,3.3230702246364263,-0.003354971048530331,-0.22379080949170016,0.6993372853198565
FRA,1992,1615930,0.5674642324447632,108444.24719751671,0.9562434554100036,6561.03173828125,1.816901839793239,2.9941942853056958,-0.5169212612866403,0.7629744272606216,-1.9588762525506453
FRA,1993,1612599,0.5798112750053406,107107.92635235378,0.9497119784355164,6838.25927734375,-0.20634791770088867,2.1524941828251154,-1.2399206592487388,-0.68537830697772,4.138533986330195
FRA,1994,1645412.25,0.5927056074142456,107811.49177446576,0.9600873589515686,7172.954345703125,2.014379757114426,2.1995166877307404,0.6547271917449748,1.0865521197750985,4.77844047521323
FRA,1995,1682645,0.605656623840332,107815.09869088208,0.9722467064857484,7648.250732421875,2.23759993780579,2.1615368603389418,0.003345520985043038,1.258530628263002,6.415934688099867
FRA,1996,1720381.5,0.6194326877593994,108567.09791094191,0.9734165668487548,8071.679443359375,2.217910845523008,2.249084126092371,0.6950685032480308,0.12025313115743494,5.388461082952389
FRA,1997,1819024.125,0.6337730884552002,109704.47155535466,0.9811744093894958,8614.34765625,5.575409367333961,2.288694631915517,1.042173235471644,0.7938114288373769,6.506757516921091
FRA,1998,1921072.875,0.6516634225845337,111323.41442813654,0.9965274930000304,9078.07568359375,5.45836568079352,2.7837219878537436,1.464948025495083,1.5526497723572497,5.24330957719954
FRA,1999,2011288.125,0.6728713512420654,113829.73026511776,1.004153609275818,9369.0029296875,4.589155598029038,3.2025948620023503,2.2264129328380733,0.7623556999687638,3.154443863570755
FRA,2000,2128715.25,0.6953129172325134,115473.45702264868,1.0214470624923706,9011.2783203125,5.674325370963018,3.2807830631379433,1.4336956518720356,1.7075303772809285,-3.8929740164494575
FRA,2001,2185648.25,0.7175650000572205,116157.3268896082,1.0254541635513306,8615.83642578125,2.639383774073245,3.1501551085557633,0.590484427379856,0.3915290221998151,-4.487498476794549
FRA,2002,2197271.75,0.7358846664428711,114778.10850460366,1.0348200798034668,8689.73974609375,0.5304010682312565,2.520986730225,-1.194476526498356,0.9091974819309817,0.8541035426288701
FRA,2003,2144133.75,0.7535400390625,115771.46997635068,1.0284968614578247,9050.80078125,-2.4480852492368754,2.3708750849718188,0.8617388290060646,-0.612919713357911,4.071024775038978
FRA,2004,2188098.25,0.7720776200294495,118423.89857930636,1.0332629680633545,9217.607421875,2.029716291520245,2.430293495341279,2.265238666792868,0.4623346547976359,1.826226726747926
FRA,2005,2372596.75,0.7912851572036743,119947.26547824508,1.032423734664917,9617.9423828125,8.095224286513414,2.457331590603204,1.2781643655001673,-0.08125466882302618,4.251484709861231
FRA,2006,2432615.5,0.8116674423217773,120515.79836885713,1.0443789958953855,9934.65673828125,2.4981985526524753,2.5432297524514977,0.472865928673194,1.1513268078279397,3.2398972375668578
FRA,2007,2546277.75,0.8343518376350403,124693.53655144638,1.0364830493927002,10386.69482421875,4.5665570914286135,2.7564478584811396,3.4078168225013528,-0.7589147409253885,4.449631860811998
FRA,2008,2568574.25,0.8569255471229553,126528.6004112499,1.0192081928253174,11035.71337890625,0.8718391550809557,2.6695857589064675,1.4609353463072239,-1.6807254772795113,6.061104128898265
FRA,2009,2487517.5,0.8696188926696777,124904.8027783139,0.992171823978424,11114.7734375,-3.2065753228527782,1.47040226175216,-1.291650343940809,-2.6885021330487686,0.7138479165405442
FRA,2010,2591608.5,0.8849112391471863,126487.43874274388,0.9970264434814452,11278.880859375,4.099350021367698,1.7432283957031391,1.2591135379684815,0.48809907192237717,1.4656862835767726
FRA,2011,2665867.25,0.9011759161949158,128862.98626331727,1.0002549886703491,12053.90087890625,2.8250701402923184,1.8213138820634773,1.8606713159787347,0.32329424876950663,6.645630538638514
FRA,2012,2701083,0.9177148342132568,129725.70237794708,0.9923776984214784,12233.1748046875,1.3123376879493165,1.8186220200789818,0.6672521679277565,-0.7906455951784405,1.4763175623770053
FRA,2013,2675257,0.9324448108673096,129319.37215983692,0.994069278240204,12629.1220703125,-0.9607353198397561,1.5923261459463336,-0.3137141689199652,0.17031214499916603,3.1853914926948335
FRA,2014,2680612.5,0.9472498297691344,129880.7534439237,0.9949484467506408,12900.64697265625,0.19998626870663117,1.5752904478073564,0.4331650384463259,0.08840228587670557,2.1272040538592663
FRA,2015,2730343.75,0.9628301858901978,131148.04897192254,0.9938085079193116,12458.18408203125,1.8382203834555355,1.6314187421083002,0.9710081596919551,-0.11463833763036296,-3.4899700095746056
